gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
PKN2,-0.057652866028832045,-0.05423806213877502,-0.003414803890057022,-0.05324612233999039,0.95753580739912,-0.15582640233264478,0.024261225597583813,-0.13347026464661654,0.0430293943945903,0.901,0.8855,2410.0,2380.0,1.0,1.0,0.9850725107921419
PIM2,-0.1753055888616323,-0.1784448461976773,0.003139257336045004,0.050372278998409,0.9598257264886177,-0.26156377057302477,-0.082585716289719,-0.2677875175164659,-0.10127030095446732,1.0,1.0,2114.0,2565.0,1.0,1.0,0.9850725107921419
SNAI1,-0.2588626475945188,-0.2561454580437783,-0.0027171895507405175,-0.04523526971468395,0.9639197818455316,-0.34882574741123257,-0.17972395904770178,-0.3438246352362744,-0.17579163438284257,1.0,1.0,2369.0,2150.0,1.0,1.0,0.9850725107921419
EBLN2,-0.15795999867346308,-0.1607546594863656,0.0027946608129025274,0.044571889424607304,0.9644485493731293,-0.24598389667576326,-0.07638579324784583,-0.24248413600073399,-0.07701896591550023,1.0,1.0,2514.0,2402.0,1.0,1.0,0.9850725107921419
RAC1,-0.12301056275225472,-0.12572854656304255,0.002717983810787833,0.04291188429403107,0.965771775181351,-0.20748786830423832,-0.027005038718175223,-0.21483629143652538,-0.04114399915292877,0.998,0.9975,2658.0,2335.0,1.0,1.0,0.9850725107921419
MYH9,-0.13508796439282467,-0.13270478010420195,-0.0023831842886227195,-0.03772028712461954,0.9699107007197938,-0.22329371794143066,-0.044131672583916925,-0.21226889441004038,-0.03883762201765334,0.998,0.9975,2207.0,2382.0,1.0,1.0,0.9850725107921419
RBPJ,-0.21296599039269135,-0.21524060839073464,0.0022746179980432935,0.03705509764884438,0.9704410743045966,-0.28849597353066425,-0.11927710804954184,-0.2975318215843836,-0.1205428483731113,1.0,1.0,2376.0,2188.0,1.0,1.0,0.9850725107921419
ZBTB7A,-0.185666418484709,-0.1834595152151641,-0.0022069032695448965,-0.03551364800480268,0.9716701637065345,-0.27433069634920043,-0.09956109938604646,-0.26747092448703785,-0.09849403894093095,1.0,1.0,2317.0,2597.0,1.0,1.0,0.9850725107921419
TBX2,-0.3455343043331466,-0.346870843713204,0.0013365393800574,0.023604163356870152,0.9811683511991302,-0.42162782894277345,-0.2597747451825984,-0.42236725444688883,-0.2712181660340924,1.0,1.0,2366.0,2019.0,1.0,1.0,0.988176024376686
CBFB,-0.13416984322139813,-0.13276821934491165,-0.0014016238764864852,-0.022181871197198864,0.9823028787223237,-0.22191216696094912,-0.04284109523970825,-0.21434397131642496,-0.04609510185314969,0.9975,0.9985,2150.0,2427.0,1.0,1.0,0.988176024376686
RPL7A,-0.10221750279913969,-0.10357764413132375,0.0013601413321840672,0.02136816644599407,0.9829519672610825,-0.18783428966911592,-0.006835360844757554,-0.18410890703720106,-0.02049903508502965,0.985,0.991,2095.0,2690.0,1.0,1.0,0.988176024376686
KLF5,-0.6025674339002399,-0.6033647194168945,0.0007972855166545889,0.019472531205892252,0.9844641498098482,-0.6613759268761927,-0.5482241259345733,-0.6599553630664727,-0.5516303511652954,1.0,1.0,1557.0,1956.0,1.0,1.0,0.988176024376686
TCF3,-0.0711012802146859,-0.06997281690941737,-0.001128463305268529,-0.017628447450688083,0.9859352624166481,-0.15771661123316738,0.017443264897642807,-0.16362327431445678,0.01444816649893843,0.946,0.9375,2381.0,2388.0,1.0,1.0,0.988176024376686
DDX39B,-0.17243580011198018,-0.17207253398529979,-0.0003632661266803894,-0.005819242857826758,0.9953569421732916,-0.25590272174436923,-0.08101765744964995,-0.2595039617697721,-0.0924515967408332,1.0,0.9995,2589.0,2463.0,1.0,1.0,0.9953569421732916
